_id,pin,block_lot,filing_date,case_id,municipality,ward,docket_type,amount,plaintiff
25009,0476M00108000000,476M108,2017-05-08,MG-17-000580,Bethel Park Boro,,Order of Court - Held for Conciliation,72355.53,Federal National Mortgage Association
25010,0461E00043000000,461E43,2017-05-05,MG-17-000581,City of McKeesport,8,Praecipe for Writ of Execution,14556.23,Bayview Loan Servicing LLC
25011,0042M00143000000,42M143,2017-05-05,MG-17-000582,Pittsburgh,20,Praecipe for Writ of Execution,56991.55,U.S. Bank National Association
25012,0858L00129000000,858L129,2017-05-08,MG-17-000583,Monroeville Boro,,Correction to Judgment Index,56317.22,Bank of America N.A.
25013,0381G00039000000,381G39,2017-05-05,MG-17-000584,City of McKeesport,7,Praecipe for Writ of Execution,50028.9,Deutsche Bank National Trust Company
25014,0374K00160000000,374K160,2017-05-08,MG-17-000585,N. Braddock Boro,,Order of Court - Held for Conciliation,28676.96,Wells Fargo Bank N.A
25015,0386F00018000000,386F18,2017-05-05,MG-17-000586,West Mifflin Boro,,Sheriff Return,87395.75,PHH Mortgage Corporation
25016,0301H00068000000,301H68,2017-05-08,MG-17-000587,Braddock Boro,,Complaint,40554.36,Citizens Bank of Pennsylvania
25017,0073J00288000000,73J288,2017-05-08,MG-17-000588,Stowe Township,,Praecipe for Writ of Execution,67123.66,U.S. Bank NA
25018,0532R00054000000,532R54,2017-05-08,MG-17-000589,Plum Boro,,Suggestion of Death,37314.63,LSF9 Master Participation Trust
25019,0189H00061000000,189H61,2017-05-08,MG-17-000590,Brentwood Boro,,Sheriff Return,51147.92,Quicken Loans Inc.
25020,0016P00178000000,16P178,2017-05-08,MG-17-000591,Pittsburgh,19,Certificate of Service,53244.21,LSF9 Master Participation Trust
25021,0373M00326000000,373M326,2017-05-08,MG-17-000592,Wilkins Township,,Order of Court,96260.37,Wells Fargo Bank N.A.
25022,0113D00012000000,113D12,2017-05-08,MG-17-000593,Bellevue Boro,,Settled and Discontinued,50065.13,Wells Fargo Bank N.A.
25023,1071A00712000000,1071A712,2017-05-09,MG-17-000595,McCandless Township,,Default Judgment,236090.92,LSF9 Master Participation Trust
25024,0195L00148000000,195L148,2017-05-08,MG-17-000596,Scott Township,,Affidavit of Non-Military Service,112074.3,Wells Fargo Bank N.A.
25025,0094G00189000000,94G189,2017-05-08,MG-17-000597,Baldwin Boro,,Praecipe for Writ of Execution,128534.37,JPMorgan Chase Bank N.A.
25026,0023M00136000000,23M136,2017-05-08,MG-17-000598,Pittsburgh,23,Praecipe for Writ of Execution,29336.1,Ocean 18 LLC
25027,0232G00154000000,232G154,2017-05-10,MG-17-000599,Wilkinsburg Boro,,Default Judgment,26571.84,PNC Bank N.A.
25028,0023E00120000000,23E120,2017-05-09,MG-17-000600,Pittsburgh,25,Judgment by Consent,68106.21,Bank of New York Mellon
25029,0141M00204000000,141M204,2017-05-09,MG-17-000601,Mt. Lebanon Township,,Affidavit,239803.31,PHH Mortgage Corporation
25030,0096H00077000000,96H77,2017-05-09,MG-17-000602,Pittsburgh,2,Discontinued without Prejudice,0.0,Wells Fargo Bank N.A.
25031,0829S00032000000,829S32,2017-05-09,MG-17-000603,Hampton Township,,Sheriff Return,158627.25,Wells Fargo Bank N.A.
25032,0383B00218000000,383B218,2017-05-09,MG-17-000604,Port Vue Boro,,Certificate of Service,41284.58,US Bank National Association
25033,0285N00157000000,0285N00157,2017-05-09,MG-17-000605,Shaler Township,,Affidavit,105277.69,Pingora Loan Servicing LLC
25034,1129N00206000000,1129N206,2017-05-09,MG-17-000606,Elizabeth Township,,Sheriff Return,68254.9,Wells Fargo Bank N.A.
25035,1009G00032000000,1009G32,2017-05-09,MG-17-000607,South Park Township,,Discontinued without Prejudice,183223.27,PNC Bank National Association
25036,0175C00098000000,175C98,2017-05-09,MG-17-000608,Pittsburgh,13,Praecipe for Writ of Execution,22230.3,Bayview Loan Servicing LLC
25037,0374N00169000000,374N169,2017-05-10,MG-17-000609,N. Braddock Boro,,Sheriff Return,48200.64,Pennsylvania Housing Finance Agency
25038,0001D00259C70900,1D259 C709,2017-05-11,MG-17-000610,Pittsburgh,2,Order of Court,574965.87,Slovenian Savings and Loan Association of Canonsburg
25039,0019B00078000000,19B78,2017-05-11,MG-17-000611,Pittsburgh,20,Sheriff Return,25087.85,PNC Bank National Association
25040,0313J00248000000,313J248,2017-05-11,MG-17-000612,Baldwin Boro,,Settled and Discontinued,0.0,US Bank National Association
25041,0131D00249000000,131D249,2017-05-11,MG-17-000613,Munhall Boro,,Affidavit of Service,0.0,Bank Of New York Mellon Trust Company N.A.
25042,0064N00186000000,64N186,2017-05-12,MG-17-000614,Scott Township,,Complaint,143674.11,First Commonwealth Bank
25043,0306G00326000000,306G326,2017-05-12,MG-17-000615,West Mifflin Boro,,Settled and Discontinued,15666.2,Pennsylvania Housing Finance Agency
25044,0368B00259000000,368B259,2017-05-12,MG-17-000616,Penn Hills Township,,Praecipe for Writ of Execution,61319.6,U.S. Bank National Association
25045,0076N00299000000,76N299,2017-05-12,MG-17-000617,Pittsburgh,27,Sheriff Return,27644.81,Pennsylvania Housing Finance Agency
25046,0374K00158000000,374K158,2017-05-12,MG-17-000618,N. Braddock Boro,,Affidavit of Service,13675.57,Midfirst Bank
25047,0232E00223000000,232E223,2017-05-12,MG-17-000619,Wilkinsburg Boro,,Sheriff Return,36437.49,PNC Bank National Association
25048,0640R00316000000,0640R00316,2017-05-12,MG-17-000620,Monroeville Boro,,Mail Returned,52218.37,Federal National Mortgage Association (Fannie Mae)
25049,0373E00071000000,373E71,2017-05-12,MG-17-000621,Forest Hills Boro,,Sheriff Return,83495.53,U.S. Bank NA
25050,0017F00058000000,17F58,2017-05-15,MG-17-000622,Greentree Boro,,Settled and Discontinued,64181.95,Dollar Bank
25051,0360C00200000000,360C200,2017-05-12,MG-17-000623,Fox Chapel Boro,,Affidavit,127163.97,JPMorgan Chase Bank N.A.
25052,0079L00071000000,79L71,2017-05-12,MG-17-000624,Millvale Boro,,Amended Complaint,37711.91,LSF9 Master Participation Trust
25053,0640P00018000000,640P18,2017-05-12,MG-17-000625,Monroeville Boro,,Sheriff Return,125612.32,Wells Fargo Bank N.A.
25054,0215K00111000000,215K111,2017-05-12,MG-17-000626,Bellevue Boro,,Order of Court,37962.63,Citimortgage Inc.
25055,0434N00136000000,0434N00136,2017-05-12,MG-17-000627,Shaler Township,,Praecipe to Withdraw,72644.78,U.S. Bank National Association
25056,0380M00145000000,0380M00145,2017-05-12,MG-17-000628,City of McKeesport,8,Praecipe to Reinstate,54575.54,U.S. Bank National Association
25057,0280B00081000000,280B81,2017-05-16,MG-17-000629,West View Boro,,Settled and Discontinued,6185.89,First National Bank of Pennsylvania
25058,0012S00102000300,12S102 3,2017-05-17,MG-17-000630,Pittsburgh,16,Discontinued without Prejudice,26475.48,LSF9 Master Participation Trust
25059,0081E00120000000,81E120,2017-05-17,MG-17-000631,Pittsburgh,10,Order of Court,18997.55,PNC Bank National Association
25060,1077N00053000000,1077N53,2017-05-15,MG-17-000632,Hampton Township,,Sheriff Return,60788.34,Nationstar Mortgage LLC
25061,0091J00015000000,91J15,2017-05-15,MG-17-000633,Pittsburgh,31,Sheriff Return,72408.13,Deutsche Bank National Trust Company
25062,0060E00193000000,60E193,2017-05-15,MG-17-000634,Pittsburgh,29,Sheriff Return,49613.18,Bayview Loan Servicing LLC
25063,0070S00118000000,0070S00118,2017-05-16,MG-17-000635,Ingram Boro,,Affidavit of Service,118443.59,LSF9 Master Participation Trust
25064,0033G00099000000,33G99,2017-05-16,MG-17-000636,Mt. Oliver Boro,,Default Judgment,60018.64,Pennymac Loan Services LLC
25065,1069K00262000000,1069K262,2017-05-16,MG-17-000637,Franklin Park Boro,,Sheriff Return,126504.82,Bank of New York Mellon Trust Company National Assoc.
25066,0351N00090000000,351N90,2017-05-16,MG-17-000638,West View Boro,,Default Judgment,17426.89,New York Community Bank
25067,0448E00331000000,448E331,2017-05-16,MG-17-000639,Penn Hills Township,,Complaint,164975.61,Freedom Mortgage Corporation
25068,0476M00232000000,476M232,2017-05-16,MG-17-000640,Bethel Park Boro,,Discontinued without Prejudice,174289.38,PNC Bank National Association
25069,0450C00336000000,450C336,2017-05-16,MG-17-000641,Penn Hills Township,,Order of Court,61318.74,LSF9 Master Participation
25070,0383L00075000000,0383L00075,2017-05-16,MG-17-000642,Port Vue Boro,,Sheriff Return,76466.42,PNC Bank National Association
25071,0855P00006000000,855P6,2017-05-16,MG-17-000643,Monroeville Boro,,Sheriff Return,109924.52,Bank of New York Mellon
25072,0309C00142000000,309C142,2017-05-16,MG-17-000644,Dravosburg Boro,,Affidavit,48208.81,Roundpoint Mortgage Servicing Corporation
25073,0314J00062000000,314J62,2017-05-16,MG-17-000645,Whitehall Boro,,Answer to Complaint,241966.45,Mortgage Research Center LLC
25074,0317J00059000000,317J59,2017-05-16,MG-17-000645,Whitehall Boro,,Answer to Complaint,241966.45,Mortgage Research Center LLC
25075,0102N00026000000,102N26,2017-05-17,MG-17-000646,Scott Township,,Discontinued without Prejudice,33538.31,Nationstar Mortgage LLC
25076,0887F00090000000,887F90,2017-05-18,MG-17-000647,South Park Township,,Default Judgment,39748.25,PNC Bank National Association
25077,0714E00270000000,714E270,2017-05-17,MG-17-000648,McCandless Township,,Praecipe for Writ of Execution,484574.77,FV-I Inc.
25078,0255A00060000000,255A60,2017-05-17,MG-17-000649,Bridgeville Boro,,Sheriff Return,54266.12,Wells Fargo Bank National Association
25079,0264S00231000000,264S231,2017-05-17,MG-17-000650,Collier Township,,Order of Court - Held for Conciliation,286951.99,FBC Mortgage LLC
25080,0369H00251000000,369H251,2017-05-17,MG-17-000651,Penn Hills Township,,Complaint,101319.88,USAA Federal Savings Bank
25081,0934D00331000000,934D331,2017-05-17,MG-17-000652,Bell Acres Boro,,Complaint,114774.06,Bank of America N.A.
25082,0733A00328000000,733A328,2017-05-17,MG-17-000653,Springdale Boro,,Praecipe to Reinstate,130328.91,Wells Fargo Bank N.A.
25083,0022H00230000000,22H230,2017-05-18,MG-17-000654,Pittsburgh,25,Order of Court,57042.39,Bank of New York Mellon
25084,0888C00030000000,888C30,2017-05-22,MG-17-000655,Bethel Park Boro,,Complaint,112003.3,PNC Bank National Association
25085,0811S00009000000,811S9,2017-05-22,MG-17-000656,Crescent Township,,Praecipe for Writ of Execution,0.0,Midfirst Bank
25086,0317N00065000000,317N65,2017-05-22,MG-17-000657,Bethel Park Boro,,Default Judgment,0.0,New York Community Bank
25087,0302B00178000000,302B178,2017-05-23,MG-17-000658,N. Braddock Boro,,Sheriff Return,34057.37,LSF9 Master Participation Trust
25088,0042H00165000000,42H165,2017-05-23,MG-17-000659,Pittsburgh,20,Order of Court - Held for Conciliation,26009.26,Bank of New York Mellon
25089,0479C00264000000,479C264,2017-05-23,MG-17-000660,Upper St. Clair Twp.,,Affidavit of Service,288760.96,LSF9 Master Participation Trust
25090,0077B00096000000,77B96,2017-05-18,MG-17-000661,Pittsburgh,26,Sheriff Return,184330.11,Bank of New York Mellon
25128,0232R00126000000,232R126,2017-05-24,MG-17-000700,Wilkinsburg Boro,,Affidavit of Service,38666.84,LSF9 Master Participation Trust
25091,0250J00156000000,250J156,2017-05-18,MG-17-000662,Castle Shannon Boro,,Affidavit of Non-Military Service,92700.88,Wells Fargo Bank N.A
25092,0253E00318000000,253E318,2017-05-18,MG-17-000663,Upper St. Clair Twp.,,Praecipe to Withdraw,90965.98,Wells Fargo Bank N.A
25093,1510S00077000000,1510S77,2017-05-19,MG-17-000664,West Deer Township,,Sheriff Return,112227.16,M&T Bank
25094,0019J00191000000,19J191,2017-05-19,MG-17-000665,Pittsburgh,28,Praecipe for Writ of Execution,98346.1,PNC Bank National Association
25095,0634M00058000000,634M58,2017-05-19,MG-17-000666,Penn Hills Township,,Praecipe for Writ of Execution-Real Property,60632.99,Bank of America N.A.
25096,0297G00257000000,297G257,2017-05-19,MG-17-000667,Wilkinsburg Boro,,Sheriff Return,126126.63,Bank of America N.A.
25097,0316L00122000000,316L122,2017-05-19,MG-17-000668,Baldwin Boro,,Default Judgment,76027.25,Federal National Mortgage Association (Fannie Mae)
25098,0022G00198000000,22G198,2017-05-19,MG-17-000669,Pittsburgh,25,Discontinued without Prejudice,7541.68,JPMorgan Chase Bank National Association
25099,0534K00298000000,534K298,2017-05-19,MG-17-000670,Penn Hills Township,,Praecipe for Writ of Execution,30399.53,PNC Bank National Association
25100,0449B00021000000,449B21,2017-05-19,MG-17-000671,Penn Hills Township,,Affidavit,82960.03,LSF8 Master Participation Trust
25101,0091M00248000000,91M248,2017-05-19,MG-17-000672,Pittsburgh,31,Complaint,123111.1,Lakeview Loan Servicing LLC
25102,0421C00041000000,421C41,2017-05-23,MG-17-000673,Sewickley Boro,,Settled and Discontinued,171851.66,Ameriserv Financial Bank
25103,0430A00237000000,430A237,2017-05-19,MG-17-000674,Ross Township,,Default Judgment,160906.94,Wells Fargo Bank National Association
25104,0640B00055000000,640B55,2017-05-24,MG-17-000675,Monroeville Boro,,Praecipe to Reinstate,69259.12,Pennsylvania Housing Finance Agency
25105,0447E00235000000,447E235,2017-05-24,MG-17-000676,Penn Hills Township,,Praecipe for Writ of Execution,53017.07,Pennsylvania Housing Finance Agency
25106,0280B00035000000,280B35,2017-05-24,MG-17-000677,West View Boro,,Order of Court - Held for Conciliation,35293.92,US Bank National Association
25107,0042M00295000000,42M295,2017-05-24,MG-17-000678,Pittsburgh,20,Praecipe for Writ of Execution,30526.28,Pennsylvania Housing Finance Agency
25108,0133C00096000000,133C96,2017-05-22,MG-17-000679,Munhall Boro,,Complaint,60710.97,Citizens Bank of Pennsylvania
25148,0280K00354000000,280K354,2017-05-30,MG-17-000720,West View Boro,,Acceptance of Service,0.0,Yael Arad
25109,0354K00144000000,354K144,2017-05-22,MG-17-000680,Shaler Township,,Sheriff Return,145231.86,Deutsche Bank National Trust Company
25110,0540S00313000000,540S313,2017-05-22,MG-17-000681,Penn Hills Township,,Affidavit of Service,136685.26,Wells Fargo Bank National Association
25111,0449M00358000000,449M358,2017-05-22,MG-17-000682,Penn Hills Township,,Praecipe for Appearance,84962.78,US Bank National Association
25112,0368K00140000000,368K140,2017-05-22,MG-17-000683,Penn Hills Township,,Certificate of Service,50463.89,Deutsche Bank National Trust Company
25113,0050H00044000000,50H44,2017-05-22,MG-17-000684,Pittsburgh,10,Sheriff Return,32320.65,Bank of New York Mellon
25114,0161B00271000000,161B271,2017-05-22,MG-17-000685,Ross Township,,Default Judgment,95680.11,Citigroup Mortgage Loan Trust Inc. Asset-Backed Pass-Through
25115,1361M00243000000,1361M243,2017-05-22,MG-17-000686,West Deer Township,,Order of Court,122296.56,Deutsche Bank National Trust Company
25116,0015L00197000000,15L197,2017-05-25,MG-17-000687,Pittsburgh,18,Default Judgment,18306.17,PNC Bank National Association
25117,0063M00017000000,63M17,2017-05-23,MG-17-000688,Dormont Boro,,Default Judgment,97193.02,Wells Fargo Bank National Association
25118,1107C00244000000,1107C244,2017-05-25,MG-17-000689,Monroeville Boro,,Certificate of Location,18384.04,PNC Bank National Association
25119,0627M00253000000,627M253,2017-05-23,MG-17-000690,Springdale Boro,,Praecipe for Writ of Execution,37096.36,Nationstar Mortgage LLC
25120,0024B00261000000,24B261,2017-05-23,MG-17-000691,Pittsburgh,4,Sheriff Return,44381.25,Ditech Financial LLC
25121,2147C00214000000,2147C214,2017-05-23,MG-17-000692,Pittsburgh,5,Order of Court - Held for Conciliation,410988.27,MTGLQ Investors LP
25122,0520G00026000000,520G26,2017-05-23,MG-17-000693,Shaler Township,,Settled and Discontinued,113776.88,Ocwen Loan Servicing LLC
25123,0004L00285000000,4L285,2017-05-26,MG-17-000695,Pittsburgh,18,Sheriff Return,28097.7,Midfirst Bank
25124,0462E00048000000,462E48,2017-05-26,MG-17-000696,City of McKeesport,12,Sheriff Return,59247.06,Pennsylvania Housing Finance Agency
25125,0381C00014000000,381C14,2017-05-26,MG-17-000697,City of McKeesport,8,Praecipe for Writ of Execution,24079.47,Pennsylvania Housing Finance Agency
25126,0739E00347000000,739E347,2017-05-23,MG-17-000698,Penn Hills Township,,Sheriff Return,93266.08,Bayview Loan Servicing LLC
25127,0178L00202000000,178L202,2017-05-26,MG-17-000699,Swissvale Boro,,Praecipe to Reinstate,72418.47,Pennsylvania Housing Finance Agency
25129,0249F00162000000,249F162,2017-05-24,MG-17-000701,Castle Shannon Boro,,Sheriff Return,26313.66,Bank of America N.A.
25130,0448S00058000000,448S58,2017-05-30,MG-17-000702,Penn Hills Township,0,Complaint,0.0,PNC Bank N.A.
25131,0129E00123000000,129E123,2017-05-24,MG-17-000703,Pittsburgh,14,Complaint,65852.48,HSBC Bank USA N.A.
25132,0113D00297000000,113D297,2017-05-24,MG-17-000704,Bellevue Boro,,Sheriff Return,97036.33,Wells Fargo Bank National Association
25133,1272J00035000000,1272J35,2017-05-24,MG-17-000705,Forward Township,,Sheriff Return,61675.66,Bank of New York Mellon
25134,0572B00014000000,572B14,2017-05-30,MG-17-000706,S. Fayette Township,,Settled and Discontinued,105465.89,Dollar Bank Federal Savings Bank
25135,0353B00066000000,353B66,2017-05-25,MG-17-000707,Ross Township,,Discontinued without Prejudice,189472.89,PNC Bank National Association
25136,0416M00336000000,416M336,2017-05-25,MG-17-000708,Coraopolis Boro,,Sheriff Return,99368.87,Ditech Financial LLC
25137,0019J00068000000,19J68,2017-05-25,MG-17-000709,Pittsburgh,28,Praecipe to Reinstate,25003.21,Ditech Financial LLC
25138,0267M00130000000,267M130,2017-05-25,MG-17-000710,Robinson Township,,Praecipe for Writ of Execution-Real Property,68339.72,Ditech Financial LLC
25139,0375G00252000000,375G252,2017-05-25,MG-17-000711,East Pittsburgh Boro,,Praecipe for Appearance,62619.64,U.S. Bank National Association
25140,0669P00030000000,669P30,2017-05-25,MG-17-000712,Upper St. Clair Twp.,,Default Judgment,278229.69,American Advisors Group
25141,0096H00042000000,96H42,2017-05-25,MG-17-000713,Pittsburgh,32,Order of Court,75893.4,Wells Fargo USA Holdings Incorporated
25142,0214R00240000000,214R240,2017-05-25,MG-17-000714,Avalon Boro,,Sheriff Return,54294.59,MB Financial Bank National Association
25143,0215N00040000000,215N40,2017-05-26,MG-17-000715,Avalon Boro,,Affidavit of Non-Military Service,85155.82,Wells Fargo Bank National Association
25144,0547S00337000000,547S337,2017-05-26,MG-17-000716,N. Versailles Twp.,,Settled and Discontinued,87720.94,Bank of New York Mellon
25145,0188J00026000000,188J26,2017-05-26,MG-17-000717,Brentwood Boro,,Sheriff Return,0.0,Matrix Financial Services Corporation
25146,0446D00368000000,446D368,2017-05-26,MG-17-000718,Penn Hills Township,,Order of Court - Held for Conciliation,91821.67,Wilmington Savings Fund Society
